FECHA_ADMINISTRACION,GRUPO_ETARIO,GENERO,VACUNA,TIPO_EFECTOR,DOSIS_1,DOSIS_2,DOSIS_3
2022-07-25,71 a 80,F,Moderna,Público,0,0,6
2022-11-20,30 o menos,F,Moderna,Público,1,2,6
2022-11-20,30 o menos,M,Moderna,Público,1,5,4
2022-11-20,31 a 40,F,Moderna,Público,0,0,3
2022-11-20,31 a 40,M,Moderna,Público,0,1,3
2022-11-20,41 a 50,F,Moderna,Público,0,0,1
2022-11-20,41 a 50,M,Moderna,Público,0,0,0
2022-11-20,51 a 60,F,Moderna,Público,0,0,0
2022-11-20,51 a 60,M,Moderna,Público,0,0,0
2022-11-20,61 a 70,F,Moderna,Público,0,0,0
2022-11-20,61 a 70,M,Moderna,Público,0,0,0
2022-11-20,71 a 80,F,Moderna,Público,0,0,0
2022-11-20,71 a 80,M,Moderna,Público,0,0,0
2022-11-20,81 a 90,F,Moderna,Público,0,0,0
2022-11-20,81 a 90,M,Moderna,Público,0,0,0
2022-11-20,91 o mas,F,Moderna,Público,0,0,0
2022-11-20,91 o mas,M,Moderna,Público,0,0,0
2022-12-06,41 a 50,M,Moderna,Público,5,4,37
2022-12-06,51 a 60,F,Moderna,Público,8,4,21
2022-12-06,51 a 60,M,Moderna,Público,5,4,22
2022-12-06,61 a 70,F,Moderna,Público,4,3,18
2022-12-06,61 a 70,M,Moderna,Público,7,2,11
2022-12-06,71 a 80,F,Moderna,Público,0,1,11
2022-12-06,71 a 80,M,AstraZeneca,Público,0,0,0
2022-12-06,71 a 80,M,Moderna,Público,1,0,9
2022-12-06,81 a 90,F,Moderna,Público,2,2,4
2022-12-06,81 a 90,M,Moderna,Público,1,0,1
2022-12-06,91 o mas,F,AstraZeneca,Público,0,0,0
2022-12-06,91 o mas,F,Moderna,Público,0,0,5
2022-12-06,91 o mas,M,Moderna,Público,0,1,1
2021-05-11,41 a 50,M,AstraZeneca,Privado,1,0,0
2021-06-11,81 a 90,F,Sinopharm,Público,0,0,1
2021-12-08,41 a 50,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Privado,0,0,1
2022-06-24,61 a 70,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,0,0,0
2022-09-29,51 a 60,M,Sputnik,Público,0,0,0
2022-10-10,41 a 50,F,Moderna,Público,0,0,0
2022-11-09,31 a 40,M,Moderna,Privado,1,0,0
2022-12-06,31 a 40,M,Sinopharm,Público,0,1,0
2022-12-07,30 o menos,F,Moderna,Público,85,37,114
2022-12-07,30 o menos,F,Sinopharm,Público,1,3,0
2022-12-07,30 o menos,M,Moderna,Público,83,49,124
2022-12-07,30 o menos,M,Sinopharm,Público,1,5,0
2022-12-07,30 o menos,M,"vacuna Coronavirus (PFIZER) pediátrica, vial x 10 dosis (0.2ml)",Público,0,1,0
2022-12-07,30 o menos,N,Moderna,Público,0,0,0
2022-12-07,31 a 40,F,AstraZeneca,Público,0,0,0
2022-12-07,31 a 40,F,Moderna,Público,2,9,40
2022-12-07,31 a 40,M,Moderna,Público,8,6,42
2022-11-08,81 a 90,F,Moderna,Público,0,0,0
2022-11-08,81 a 90,M,Moderna,Público,0,0,0
2022-11-08,91 o mas,F,Moderna,Público,0,0,1
2022-11-08,91 o mas,M,Moderna,Público,0,1,0
2022-11-13,30 o menos,F,Moderna,Público,7,8,10
2022-11-13,30 o menos,F,"vacuna Coronavirus (PFIZER) pediátrica, vial x 10 dosis (0.2ml)",Público,0,0,3
2022-11-13,30 o menos,M,Moderna,Público,4,13,12
2022-11-13,30 o menos,M,Sinopharm,Público,0,2,0
2022-11-13,30 o menos,M,"vacuna Coronavirus (PFIZER) pediátrica, vial x 10 dosis (0.2ml)",Público,0,0,4
2022-11-13,31 a 40,F,Moderna,Público,1,1,8
2022-11-13,31 a 40,M,Moderna,Público,0,0,5
2022-11-13,41 a 50,F,Moderna,Público,0,1,3
2022-11-13,41 a 50,M,Moderna,Público,0,0,5
2022-11-13,51 a 60,F,Moderna,Público,1,0,0
2022-11-13,51 a 60,M,Moderna,Público,0,0,1
2022-11-13,61 a 70,F,Moderna,Público,0,0,1
2022-11-13,61 a 70,M,Moderna,Público,0,0,0
2022-11-13,71 a 80,F,Moderna,Público,0,0,0
2022-11-13,71 a 80,M,Moderna,Público,0,0,0
2022-11-13,81 a 90,F,Moderna,Público,0,0,0
2022-11-13,81 a 90,M,Moderna,Público,0,0,0
2022-11-13,91 o mas,F,Moderna,Público,0,0,0
2022-11-13,91 o mas,M,Moderna,Público,0,0,0
2021-05-25,30 o menos,M,AstraZeneca,Privado,1,0,0
2021-09-20,51 a 60,M,AstraZeneca,Privado,0,1,0
2022-05-06,30 o menos,F,AstraZeneca,Público,1,0,0
2022-08-02,51 a 60,M,Moderna,Privado,1,0,0
2022-08-03,41 a 50,F,Moderna,Privado,1,0,0
2022-08-26,30 o menos,F,AstraZeneca,Público,0,1,0
2022-12-14,41 a 50,F,Moderna,Privado,0,1,0
2022-12-15,51 a 60,F,AstraZeneca,Privado,0,1,0
2022-12-15,51 a 60,M,Moderna,Privado,0,1,0
2022-12-31,30 o menos,F,Moderna,Público,0,0,1
2022-12-31,51 a 60,F,Moderna,Público,0,0,1
2022-12-31,51 a 60,M,Moderna,Público,0,0,1
2021-08-21,31 a 40,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,1,0,0
2022-08-11,91 o mas,M,Moderna,Público,0,0,0
2022-08-21,30 o menos,F,Moderna,Público,5,7,182
2022-08-21,30 o menos,F,Sinopharm,Público,3,6,1
2022-08-21,30 o menos,M,Moderna,Público,6,12,207
2022-08-21,30 o menos,M,Sinopharm,Público,2,6,0
2022-08-21,31 a 40,F,Moderna,Público,2,3,34
2022-08-21,31 a 40,M,Moderna,Público,4,3,24
2022-08-21,41 a 50,F,Moderna,Público,0,6,19
2022-08-21,41 a 50,M,Moderna,Público,3,0,20
2022-08-21,51 a 60,F,Moderna,Público,2,0,8
2022-08-21,51 a 60,M,Moderna,Público,0,0,3
2022-08-21,61 a 70,F,Moderna,Público,0,2,3
2022-08-21,61 a 70,M,Moderna,Público,0,0,3
2022-08-21,71 a 80,F,Moderna,Público,0,0,1
2022-08-21,71 a 80,M,Moderna,Público,0,1,1
2022-08-21,81 a 90,F,Moderna,Público,0,0,0
2022-08-21,81 a 90,M,Moderna,Público,0,0,1
2022-08-21,91 o mas,F,Moderna,Público,1,0,0
2022-08-21,91 o mas,M,Moderna,Público,0,0,0
2021-06-10,51 a 60,M,Sinopharm,Público,0,1,0
2021-10-08,31 a 40,N,AstraZeneca,Público,0,1,0
2021-12-08,61 a 70,F,Moderna,Público,0,0,1
2021-12-10,51 a 60,F,Moderna,Público,0,0,1
2022-05-14,51 a 60,M,AstraZeneca,Público,0,0,0
2022-05-15,31 a 40,N,Moderna,Público,0,0,1
2022-07-01,61 a 70,F,AstraZeneca,Público,0,0,1
2022-07-29,30 o menos,F,AstraZeneca,Público,0,0,1
2022-10-16,41 a 50,F,AstraZeneca,Público,0,0,1
2022-10-26,30 o menos,F,AstraZeneca,Público,0,0,1
2022-12-28,30 o menos,F,Moderna,Público,119,78,245
2022-12-28,30 o menos,F,Sinopharm,Público,3,4,0
2022-12-28,30 o menos,F,"vacuna Coronavirus (PFIZER) pediátrica, vial x 10 dosis (0.2ml)",Público,1,3,34
2022-12-28,30 o menos,M,Moderna,Público,99,77,255
2022-12-28,30 o menos,M,Sinopharm,Público,1,4,1
2022-12-28,30 o menos,M,"vacuna Coronavirus (PFIZER) pediátrica, vial x 10 dosis (0.2ml)",Público,5,2,30
2022-12-28,31 a 40,F,Moderna,Público,8,18,88
2022-12-28,31 a 40,F,Sinopharm,Público,0,1,0
2022-12-28,31 a 40,M,Moderna,Público,11,12,85
2022-12-28,41 a 50,F,AstraZeneca,Público,0,0,0
2022-12-28,41 a 50,F,Moderna,Público,9,3,58
2022-12-28,41 a 50,M,Moderna,Público,2,14,41
2022-12-28,51 a 60,F,Moderna,Público,2,7,35
2022-07-30,61 a 70,M,Sputnik,Público,0,0,0
2022-07-30,71 a 80,F,Moderna,Público,0,0,10
2022-07-30,71 a 80,F,Sputnik,Público,0,0,0
2022-07-30,71 a 80,M,Moderna,Público,0,1,3
2022-07-30,81 a 90,F,Moderna,Público,0,0,5
2022-07-30,81 a 90,F,Sputnik,Público,0,0,1
2022-07-30,81 a 90,M,Moderna,Público,0,0,3
2022-07-30,91 o mas,F,Moderna,Público,0,0,0
2022-07-30,91 o mas,M,Moderna,Público,0,0,0
2022-07-30,91 o mas,M,Sinopharm,Público,0,1,0
2022-09-19,61 a 70,M,Sputnik,Público,0,0,0
2022-09-19,61 a 70,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,0,1
2022-09-19,71 a 80,F,Moderna,Público,0,0,2
2022-09-19,71 a 80,F,Sputnik,Público,0,0,0
2022-09-19,71 a 80,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,0
2022-09-19,71 a 80,M,Moderna,Público,0,0,1
2022-09-19,71 a 80,M,Sputnik,Público,0,0,0
2022-09-19,71 a 80,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,1
2022-09-19,81 a 90,F,Moderna,Público,0,0,2
2022-09-19,81 a 90,M,Moderna,Público,0,0,1
2022-09-19,81 a 90,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,0
2022-09-19,91 o mas,F,Moderna,Público,0,0,0
2022-09-19,91 o mas,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,0
2022-09-19,91 o mas,M,Moderna,Público,0,0,0
2022-09-19,91 o mas,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,0
2021-06-21,41 a 50,M,AstraZeneca,Privado,3,0,0
2021-06-24,41 a 50,N,Sinopharm,Público,1,0,0
2021-07-23,41 a 50,N,Sinopharm,Público,0,1,0
2021-09-22,41 a 50,M,AstraZeneca,Privado,0,5,0
2022-05-10,41 a 50,N,AstraZeneca,Público,0,0,1
2022-06-22,30 o menos,F,AstraZeneca,Privado,0,0,1
2022-09-02,31 a 40,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,2
2022-09-09,30 o menos,F,AstraZeneca,Privado,0,0,0
2022-09-23,31 a 40,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,0,0,1
2022-09-26,91 o mas,F,Moderna,Público,0,0,0
2022-09-27,30 o menos,F,Moderna,Público,28,55,53
2022-09-27,30 o menos,F,Sinopharm,Público,0,3,0
2022-09-27,30 o menos,F,Sputnik,Público,0,0,0
2022-09-27,30 o menos,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,7,13
2022-09-27,30 o menos,F,"vacuna Coronavirus (PFIZER) pediátrica, vial x 10 dosis (0.2ml)",Público,0,1,3
2022-09-27,30 o menos,M,Moderna,Público,31,40,54
2022-09-27,30 o menos,M,Sinopharm,Público,0,8,0
2022-09-27,30 o menos,M,Sputnik,Público,0,0,3
2022-09-27,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,4,16
2022-09-27,31 a 40,F,Moderna,Público,0,0,9
2022-09-27,31 a 40,F,Sputnik,Público,0,0,3
2022-09-27,31 a 40,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,4,4
2022-09-27,31 a 40,M,Moderna,Público,0,4,11
2022-09-27,31 a 40,M,Sputnik,Público,0,0,1
2022-09-27,31 a 40,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,2,1,8
2022-09-27,41 a 50,F,Moderna,Público,0,3,5
2022-09-27,41 a 50,F,Sputnik,Público,0,0,0
2022-09-27,41 a 50,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,1,5
2022-09-27,41 a 50,M,Moderna,Público,2,1,2
2022-09-27,41 a 50,M,Sputnik,Público,0,0,1
2022-09-27,41 a 50,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,2,3
2022-09-27,41 a 50,N,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,0
2022-09-27,51 a 60,F,Moderna,Público,0,0,3
2022-09-27,51 a 60,F,Sputnik,Público,0,0,1
2022-09-27,51 a 60,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,4
2022-09-27,51 a 60,M,Moderna,Público,1,0,2
2022-09-27,51 a 60,M,Sputnik,Público,0,0,0
2022-09-27,51 a 60,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,3
2022-09-27,61 a 70,F,Moderna,Público,0,0,1
2022-09-27,61 a 70,F,Sputnik,Público,0,0,0
2022-09-27,61 a 70,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,1
2022-09-27,61 a 70,M,Moderna,Público,0,0,0
2021-06-26,30 o menos,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,1,0,0
2021-07-21,71 a 80,M,Sinopharm,Privado,0,1,0
2021-07-22,31 a 40,F,Sinopharm,Privado,1,0,0
2021-09-06,51 a 60,F,AstraZeneca,Privado,0,1,0
2021-09-28,31 a 40,F,Sinopharm,Privado,0,1,0
2021-11-19,51 a 60,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,2
2022-01-07,71 a 80,M,Sinopharm,Privado,0,0,1
2022-01-18,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Privado,0,0,2
2022-05-05,71 a 80,M,AstraZeneca,Público,0,0,1
2022-05-26,41 a 50,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Privado,0,0,0
2022-02-09,31 a 40,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,2,0,47
2022-02-09,31 a 40,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,2,26,1370
2022-02-09,31 a 40,M,AstraZeneca,Público,22,38,31
2022-02-09,31 a 40,M,Moderna,Público,0,5,237
2022-02-09,31 a 40,M,Sinopharm,Público,54,108,1
2022-02-09,31 a 40,M,Sputnik,Público,0,43,5
2022-02-09,31 a 40,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,1,0,24
2022-02-09,31 a 40,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,3,24,1469
2022-02-09,41 a 50,F,AstraZeneca,Público,10,20,48
2022-02-09,41 a 50,F,Moderna,Público,0,1,152
2022-02-09,41 a 50,F,Sinopharm,Público,29,44,1
2022-02-09,41 a 50,F,Sputnik,Público,1,18,4
2022-02-09,41 a 50,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,1,0,22
2022-02-09,41 a 50,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,21,925
2022-02-09,41 a 50,M,AstraZeneca,Público,8,25,26
2022-02-09,41 a 50,M,Moderna,Público,1,1,178
2022-02-09,41 a 50,M,Sinopharm,Público,31,46,0
2022-02-09,41 a 50,M,Sputnik,Público,4,23,3
2022-02-09,41 a 50,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,3,0,22
2021-03-30,31 a 40,F,AstraZeneca,Público,0,1,0
2021-04-01,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,0,0
2021-05-01,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,1,0
2022-06-03,41 a 50,F,Moderna,Privado,0,0,0
2022-06-30,30 o menos,F,AstraZeneca,Privado,0,0,0
2022-07-12,30 o menos,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,2
2022-10-11,41 a 50,F,Moderna,Privado,0,8,3
2022-11-04,30 o menos,F,Moderna,Público,23,17,31
2022-11-04,30 o menos,F,Sinopharm,Público,2,1,0
2022-11-04,30 o menos,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,2,0,0
2022-11-04,30 o menos,M,Moderna,Público,32,23,29
2022-11-04,30 o menos,M,Sinopharm,Público,1,2,0
2022-11-04,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,2,0
2022-11-04,30 o menos,M,"vacuna Coronavirus (PFIZER) pediátrica, vial x 10 dosis (0.2ml)",Público,0,0,1
2022-11-04,31 a 40,F,Moderna,Público,3,2,12
2022-11-04,31 a 40,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,0
2022-11-04,31 a 40,M,Moderna,Público,1,1,14
2022-11-04,31 a 40,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,0,0
2022-11-04,41 a 50,F,Moderna,Público,0,1,7
2022-11-04,41 a 50,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,1,1
2022-11-04,41 a 50,M,Moderna,Público,3,0,2
2022-11-04,41 a 50,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,1
2022-11-04,51 a 60,F,Moderna,Público,1,2,3
2022-11-04,51 a 60,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,0
2022-11-04,51 a 60,M,Moderna,Público,0,1,3
2022-11-04,51 a 60,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,0
2022-11-04,61 a 70,F,Moderna,Público,1,0,0
2022-11-04,61 a 70,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,0
2021-12-09,41 a 50,F,AstraZeneca,Privado,0,1,0
2022-02-21,41 a 50,F,Moderna,Privado,16,2,3
2022-04-21,51 a 60,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público nacional,0,0,0
2022-05-04,51 a 60,F,AstraZeneca,Público,1,0,0
2022-07-21,51 a 60,F,AstraZeneca,Público,0,1,0
2022-07-23,51 a 60,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,0
2022-09-15,91 o mas,F,Sputnik,Público,0,0,1
2022-09-16,30 o menos,F,Moderna,Público,55,92,221
2022-09-16,30 o menos,F,Sinopharm,Público,1,11,0
2022-09-16,30 o menos,F,Sputnik,Público,0,1,2
2022-09-16,30 o menos,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,1,10
2022-09-16,30 o menos,M,Moderna,Público,68,79,223
2022-09-16,30 o menos,M,Sinopharm,Público,5,8,0
2022-09-16,30 o menos,M,Sputnik,Público,0,0,2
2022-09-16,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,0,8
2022-09-16,30 o menos,N,Moderna,Público,0,0,0
2022-09-16,31 a 40,F,Moderna,Público,2,9,73
2022-09-16,31 a 40,F,Sinopharm,Público,0,1,0
2022-09-16,31 a 40,F,Sputnik,Público,0,0,1
2022-09-16,31 a 40,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,1,2
2022-09-16,31 a 40,M,Moderna,Público,2,12,54
2022-09-16,31 a 40,M,Sputnik,Público,0,0,1
2022-09-16,31 a 40,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,3
2022-09-16,41 a 50,F,Moderna,Público,2,1,21
2022-09-16,41 a 50,F,Sputnik,Público,0,0,2
2022-09-16,41 a 50,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,2
2022-09-16,41 a 50,M,Moderna,Público,0,0,19
2022-09-16,41 a 50,M,Sputnik,Público,0,0,3
2022-09-16,41 a 50,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,3
2022-09-16,51 a 60,F,Moderna,Público,1,2,16
2022-09-16,51 a 60,F,Sputnik,Público,0,0,0
2022-09-16,51 a 60,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,0,0
2022-09-16,51 a 60,M,Moderna,Público,0,2,8
2022-09-16,51 a 60,M,Sputnik,Público,0,0,0
2022-09-16,51 a 60,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,1
2022-09-16,61 a 70,F,Moderna,Público,1,1,9
2022-09-16,61 a 70,F,Sputnik,Público,0,0,1
2022-09-16,61 a 70,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,0,0
2022-09-16,61 a 70,M,Moderna,Público,0,1,9
2022-09-16,61 a 70,M,Sputnik,Público,0,0,0
2022-09-16,61 a 70,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,0
2022-09-16,71 a 80,F,Moderna,Público,0,0,3
2022-09-16,71 a 80,F,Sputnik,Público,0,0,0
2022-09-16,71 a 80,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,0
2022-09-16,71 a 80,M,Moderna,Público,0,0,5
2022-09-16,71 a 80,M,Sputnik,Público,0,0,0
2022-09-16,71 a 80,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,0
2022-09-16,81 a 90,F,Moderna,Público,0,0,1
2022-09-16,81 a 90,F,Sputnik,Público,0,0,0
2022-09-16,81 a 90,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,0
2022-09-16,81 a 90,M,Moderna,Público,0,0,2
2022-09-16,81 a 90,M,Sputnik,Público,0,0,1
2022-09-16,91 o mas,F,Moderna,Público,1,0,0
2022-09-16,91 o mas,M,Moderna,Público,0,0,0
2022-09-24,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,1,11
2022-09-24,31 a 40,F,Moderna,Público,0,3,6
2022-09-24,31 a 40,F,Sputnik,Público,0,0,1
2022-09-24,31 a 40,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,6
2022-04-12,71 a 80,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,2,14
2022-04-12,81 a 90,F,Moderna,Público,0,0,7
2022-04-12,81 a 90,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,0,20
2022-04-12,81 a 90,M,Moderna,Público,0,1,4
2022-04-12,81 a 90,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,2,8
2022-04-12,91 o mas,F,Moderna,Público,0,1,0
2022-04-12,91 o mas,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,8
2022-04-12,91 o mas,M,Moderna,Público,0,0,1
2022-04-12,91 o mas,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,3
2022-11-04,61 a 70,M,Moderna,Público,0,0,0
2022-11-04,71 a 80,F,Moderna,Público,0,0,2
2022-11-04,71 a 80,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,0
2022-11-04,71 a 80,M,Moderna,Público,1,0,0
2022-11-04,71 a 80,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,0
2022-11-04,81 a 90,F,Moderna,Público,0,0,0
2022-11-04,81 a 90,M,Moderna,Público,0,0,1
2022-11-04,91 o mas,F,Moderna,Público,0,0,0
2022-11-04,91 o mas,M,Moderna,Público,0,0,0
2021-11-06,30 o menos,F,"vacuna Coronavirus (PFIZER) pediátrica, vial x 10 dosis (0.2ml)",Público,1,0,0
2022-01-15,30 o menos,M,"vacuna Coronavirus (PFIZER) pediátrica, vial x 10 dosis (0.2ml)",Público,1,0,0
2022-07-11,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,5
2022-07-11,41 a 50,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,1
2022-07-11,41 a 50,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,0
2022-11-07,30 o menos,F,Moderna,Público,15,14,41
2022-11-07,30 o menos,F,Sinopharm,Público,1,4,0
2022-11-07,30 o menos,M,Moderna,Público,28,20,38
2022-11-07,30 o menos,M,Sinopharm,Público,0,3,0
2022-11-07,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,2,0,0
2022-11-07,30 o menos,M,"vacuna Coronavirus (PFIZER) pediátrica, vial x 10 dosis (0.2ml)",Público,0,0,1
2022-11-07,31 a 40,F,Moderna,Público,5,9,13
2022-11-07,31 a 40,M,Moderna,Público,6,7,18
2022-11-07,41 a 50,F,Moderna,Público,0,1,6
2022-11-07,41 a 50,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,0
2022-11-07,41 a 50,M,Moderna,Público,0,0,13
2022-11-07,41 a 50,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,0,0
2022-11-07,51 a 60,F,Moderna,Público,0,0,2
2022-11-07,51 a 60,M,Moderna,Público,2,0,4
2022-11-07,61 a 70,F,Moderna,Público,1,1,3
2022-11-07,61 a 70,M,Moderna,Público,0,0,0
2022-11-07,61 a 70,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,0
2022-11-07,71 a 80,F,Moderna,Público,1,0,0
2022-11-07,71 a 80,M,Moderna,Público,0,0,1
2022-11-07,81 a 90,F,Moderna,Público,0,0,3
2022-11-07,81 a 90,M,Moderna,Público,1,0,1
2022-11-07,91 o mas,F,Moderna,Público,0,0,0
2022-11-07,91 o mas,M,Moderna,Público,0,0,0
2022-01-17,30 o menos,M,"vacuna Coronavirus (PFIZER) pediátrica, vial x 10 dosis (0.2ml)",Público,1,0,0
2022-07-06,31 a 40,M,AstraZeneca,Público,0,1,0
2022-09-07,41 a 50,F,AstraZeneca,Público,0,0,1
